,gene_symbol,DE,adj_pval_DE,SD_ratio,LFC,DV,adj_pval_DV,DS,adj_pval_DS,de_bs,dv_bs,ds_bs
ENSG00000184385,UMODL1-AS1,0.185303754,1,0.830956183,-0.267155691,-0.153632063,1,0.058195625,1,0,0,0
ENSG00000267477,AC008481.3,-0.031486848,1,0.751766572,-0.411643328,-0.111954914,0.416607225,0.058322241,1,0,0,0
ENSG00000267731,AC005332.3,0.036448271,1,0.837291357,-0.256198362,-0.066427162,1,0.058378267,1,0,0,0
ENSG00000140090,SLC24A4,-0.071819304,1,0.626619406,-0.674338646,-0.170854365,0.010257076,0.058384188,1,0,0,0
ENSG00000118564,FBXL5,0.122511907,0.001783697,0.800353197,-0.321291292,-0.039888818,0.991579793,0.058417322,1,0,0,0
ENSG00000132341,RAN,-0.017234012,1,0.769200542,-0.378568315,-0.066301661,0.883760712,0.058459843,1,0,0,0
ENSG00000270020,AC009108.3,0.117821831,1,0.971009513,-0.042442665,-0.017963427,1,0.058482311,1,0,0,0
ENSG00000226245,ZNF32-AS1,-0.106379721,1,0.545051913,-0.875534451,-0.221751851,0.000410794,0.058581877,1,0,1,0
ENSG00000170293,CMTM8,0.141558683,0.614835727,0.729489527,-0.455040829,-0.122150796,0.175679889,0.058711338,1,0,0,0
ENSG00000066654,THUMPD1,0.013167431,1,0.780978378,-0.356645487,-0.041317162,0.662580852,0.058767516,1,0,0,0
ENSG00000163251,FZD5,0.205792251,0.246423375,0.611360656,-0.709904385,-0.228094213,0.004163282,0.058876098,1,0,1,0
ENSG00000163046,ANKRD30BL,0.011741253,1,0.626168377,-0.675377445,-0.278223872,0.014405506,0.058917396,1,0,0,0
ENSG00000140688,C16orf58,-0.183027199,0.000164646,1.19031079,0.25133831,0.041187977,1,0.058934459,1,1,0,0
ENSG00000107874,CUEDC2,-0.106312895,0.003836329,0.776863431,-0.364267093,-0.041199601,0.725416101,0.05893663,1,0,0,0
ENSG00000135763,URB2,0.159051712,0.001281684,0.62257245,-0.683686358,-0.104380154,0.009802845,0.058951664,1,0,0,0
ENSG00000196368,NUDT11,0.01291604,1,0.796479922,-0.328290102,-0.144691916,1,0.058954048,1,0,0,0
ENSG00000112651,MRPL2,-0.118805263,0.050401285,0.895490929,-0.159249276,-0.025378326,1,0.058955743,1,0,0,0
ENSG00000086159,AQP6,0.195947451,0.314511214,1.20961946,0.274553255,0.09172872,1,0.059057686,1,0,0,0
ENSG00000215030,RPL13P12,0.114732705,1,1.113415629,0.154992239,0.14474138,1,0.059123762,1,0,0,0
ENSG00000157570,TSPAN18,0.137437059,1,1.062564821,0.087550854,0.032406514,1,0.05927407,1,0,0,0
ENSG00000083817,ZNF416,0.075034507,0.343518235,0.537362642,-0.896032067,-0.107852592,0.000191706,0.059419111,1,0,1,0
ENSG00000185880,TRIM69,0.06791902,0.48516199,0.887203207,-0.172663515,-0.0216163,1,0.059463425,1,0,0,0
ENSG00000120925,RNF170,-0.142837775,1.95E-05,0.934692104,-0.097436888,-0.011347289,1,0.059546136,1,1,0,0
ENSG00000186665,C17orf58,-0.164998055,0.000946597,1.178481136,0.236928665,0.038507406,1,0.059686594,1,1,0,0
ENSG00000171885,AQP4,0.642117392,5.41E-07,0.712703787,-0.488625505,-0.220792884,0.226154917,0.059708758,1,1,0,0
ENSG00000164855,TMEM184A,-0.193236279,0.371532591,0.589927857,-0.761389558,-0.245262029,0.004924795,0.059815022,1,0,1,0
ENSG00000258529,AP001781.2,0.032085757,1,0.601751466,-0.732760343,-0.111570306,0.004155618,0.0599244,1,0,1,0
ENSG00000118369,USP35,0.016308928,1,1.047629634,0.067128775,0.007112465,1,0.059993767,1,0,0,0
ENSG00000120875,DUSP4,-0.473717568,1.64E-05,0.830207626,-0.26845591,-0.102232605,1,0.060140726,1,1,0,0
ENSG00000136021,SCYL2,0.087765977,0.145591338,0.705598195,-0.503081225,-0.065540456,0.107777506,0.060196383,1,0,0,0
ENSG00000270112,AC090241.2,-0.223155857,0.165721192,0.855405053,-0.225320365,-0.077932148,1,0.060225531,1,0,0,0
ENSG00000147647,DPYS,-0.007086595,1,0.807760988,-0.307999624,-0.114836075,1,0.060255916,1,0,0,0
ENSG00000225383,SFTA1P,-0.049218821,1,0.613958944,-0.70378591,-0.270985267,0.005162563,0.060269691,1,0,0,0
ENSG00000260793,AC003102.1,-0.271701551,0.000681454,0.908262404,-0.138818932,-0.036449354,1,0.060424624,1,1,0,0
ENSG00000144229,THSD7B,0.02718314,1,0.57834136,-0.790006816,-0.235413352,0.003171877,0.060446042,1,0,1,0
ENSG00000169330,KIAA1024,-0.222080333,0.033879805,0.656335147,-0.607495402,-0.167182512,0.025475268,0.060489792,1,0,0,0
ENSG00000235989,MORC2-AS1,-0.17936074,0.007530131,0.759597098,-0.396693702,-0.079598064,0.542764839,0.060535957,1,0,0,0
ENSG00000141002,TCF25,-0.127208764,0.001658266,0.908029848,-0.139188373,-0.018069158,1,0.060539598,1,0,0,0
ENSG00000167513,CDT1,-0.377835735,1.15E-10,0.98940128,-0.015372329,-0.003334842,1,0.060561833,1,1,0,0
ENSG00000196730,DAPK1,0.192994193,0.192116243,0.543619325,-0.879331351,-0.249160288,0.002868394,0.060567833,1,0,1,0
ENSG00000259895,AC106820.2,-0.297424195,0.065543775,1.17114196,0.227915962,0.093771078,1,0.060568091,1,0,0,0
ENSG00000164687,FABP5,0.028350643,1,1.241626328,0.312231055,0.095738605,1,0.060863866,1,0,0,0
ENSG00000181656,GPR88,-0.012571681,1,0.674412399,-0.568297035,-0.268494694,0.085085516,0.060886847,1,0,0,0
ENSG00000163913,IFT122,-0.058202051,1,0.844510294,-0.243813086,-0.035007087,1,0.060991958,1,0,0,0
ENSG00000145217,SLC26A1,-0.134906982,0.371532591,0.863778027,-0.211267478,-0.049986583,1,0.061043294,1,0,0,0
ENSG00000105655,ISYNA1,0.291727326,0.006665203,1.236025275,0.305708245,0.098441771,1,0.061059914,1,1,0,0
ENSG00000167281,RBFOX3,0.161839978,1,0.584084932,-0.775749927,-0.280233358,0.002711743,0.061065619,1,0,1,0
ENSG00000141570,CBX8,-0.050118137,1,0.706532866,-0.501171422,-0.085274249,0.0936901,0.061132357,1,0,0,0
ENSG00000205309,NT5M,-0.170390995,0.050427068,0.581637836,-0.781806974,-0.168225114,0.001442569,0.061148244,1,0,1,0
ENSG00000090520,DNAJB11,-0.049304504,1,0.952719536,-0.069876522,-0.0103857,1,0.061426263,1,0,0,0
ENSG00000173198,CYSLTR1,-0.044992293,1,0.720258475,-0.473413363,-0.105656017,0.134936813,0.061517757,1,0,0,0
ENSG00000117419,ERI3,-0.071294583,0.376167736,0.697815211,-0.519083049,-0.063464404,0.078444283,0.061567806,1,0,0,0
ENSG00000271875,ENSG00000271875,0.025564097,1,0.925938513,-0.111011701,-0.043576358,1,0.061600094,1,0,0,0
ENSG00000039319,ZFYVE16,-0.178252859,0.072981948,0.723349436,-0.467235341,-0.114309063,0.24690605,0.061764296,1,0,0,0
ENSG00000254473,AL354920.1,-0.112843405,0.813884962,0.844812443,-0.24329701,-0.056341174,1,0.061764965,1,0,0,0
ENSG00000112290,WASF1,-0.009965431,1,0.901882208,-0.148989075,-0.054670565,1,0.061807847,1,0,0,0
ENSG00000196104,SPOCK3,0.047646545,1,0.655452007,-0.609437947,-0.199278556,0.019994227,0.061987325,1,0,0,0
ENSG00000115423,DNAH6,-0.006334481,1,0.720459876,-0.473010008,-0.142833935,0.261778175,0.06208831,1,0,0,0
ENSG00000152492,CCDC50,0.131521593,0.126754638,0.664693724,-0.589238363,-0.111933452,0.030116441,0.062178535,1,0,0,0
ENSG00000105755,ETHE1,0.009362748,1,0.777570251,-0.36295507,-0.053549423,0.604549224,0.06222546,1,0,0,0
ENSG00000256982,AC135782.1,-0.08594516,1,0.990075449,-0.014389624,-0.005673658,1,0.062228828,1,0,0,0
ENSG00000184489,PTP4A3,0.235474217,0.023076125,1.028480464,0.04051439,0.011900229,1,0.062252057,1,0,0,0
ENSG00000110975,SYT10,-0.103998835,1,0.720079815,-0.473771268,-0.400390797,0.413145332,0.062371569,1,0,0,0
ENSG00000171100,MTM1,0.304559998,1.85E-07,0.708274209,-0.497620085,-0.102134714,0.124189518,0.062401532,1,1,0,0
ENSG00000114656,KIAA1257,-0.20916254,0.000223408,0.81114566,-0.301967088,-0.056981134,1,0.062452174,1,1,0,0
ENSG00000198744,MTCO3P12,-0.29543407,0.550026693,0.570034585,-0.810878641,-0.427082772,0.001991451,0.06258479,1,0,1,0
ENSG00000164674,SYTL3,0.019684661,1,0.633868451,-0.657744631,-0.210678816,0.015828267,0.062684188,1,0,0,0
ENSG00000155115,GTF3C6,0.008874086,1,0.815124955,-0.29490686,-0.050404665,1,0.062753127,1,0,0,0
ENSG00000025156,HSF2,0.00378476,1,0.91365261,-0.130282369,-0.018580106,1,0.062862558,1,0,0,0
ENSG00000174891,RSRC1,-0.068646968,1,0.824734857,-0.277997711,-0.047236193,1,0.062998848,1,0,0,0
ENSG00000184898,RBM43,0.198954314,0.069990522,0.836541892,-0.257490306,-0.071426379,1,0.063237193,1,0,0,0
ENSG00000157823,AP3S2,0.059863493,0.096202635,0.793245394,-0.334160855,-0.028571272,0.815575506,0.063286834,1,0,0,0
ENSG00000172771,EFCAB12,-0.052092879,1,0.74165404,-0.431181727,-0.127156221,0.340011446,0.063382878,1,0,0,0
ENSG00000105851,PIK3CG,0.204671673,1,0.547368416,-0.869415904,-0.501050849,0.001228529,0.063389885,1,0,1,0
ENSG00000122643,NT5C3A,-0.063387667,0.334438937,1.194067318,0.255884174,0.027988847,1,0.063509136,1,0,0,0
ENSG00000104324,CPQ,0.357650045,2.09E-06,0.91809452,-0.123285405,-0.032988014,1,0.063640187,1,1,0,0
ENSG00000061656,SPAG4,-0.144146766,0.523491794,0.749241178,-0.416497903,-0.110685079,0.387740485,0.063686128,1,0,0,0
ENSG00000275367,AC092111.1,-0.38563266,8.58E-07,1.157684391,0.211241998,0.059037992,1,0.063689486,1,1,0,0
ENSG00000101558,VAPA,-0.027488583,1,0.894079057,-0.16152569,-0.017703685,1,0.06371346,1,0,0,0
ENSG00000117525,F3,0.202844405,1,0.946211796,-0.079764949,-0.037090907,1,0.063850743,1,0,0,0
ENSG00000182552,RWDD4,0.028551397,1,0.883167959,-0.179240263,-0.020939004,1,0.0638815,1,0,0,0
ENSG00000251396,LINC01301,0.321557938,0.013891677,0.753804956,-0.407736815,-0.15328238,0.335276781,0.064034074,1,1,0,0
ENSG00000237289,CKMT1B,-0.195110678,1,0.609704662,-0.713817518,-0.325870449,0.00697788,0.064196738,1,0,0,0
ENSG00000262814,MRPL12,-0.165886113,0.019675221,0.497071657,-1.008474252,-0.1869997,0.000122398,0.064238245,1,0,1,0
ENSG00000169398,PTK2,-0.09150996,0.731524957,0.625150988,-0.677723421,-0.120404167,0.016184097,0.064272082,1,0,0,0
ENSG00000189227,C15orf61,-0.036786736,1,0.713443107,-0.487129707,-0.080593736,0.132531874,0.064599141,1,0,0,0
ENSG00000143761,ARF1,-0.060688664,1,0.791119562,-0.338032348,-0.051719397,0.85126341,0.064659954,1,0,0,0
ENSG00000196230,TUBB,-0.034811826,1,0.973181954,-0.039218527,-0.008501399,1,0.064853671,1,0,0,0
ENSG00000178015,GPR150,0.13565306,1,0.741457811,-0.43156349,-0.210707468,0.447048491,0.0649662,1,0,0,0
ENSG00000069849,ATP1B3,0.193442081,0.000657048,1.18525514,0.245197649,0.04569414,1,0.065045867,1,1,0,0
ENSG00000203993,ARRDC1-AS1,-0.10208406,0.099687413,0.594850202,-0.749401687,-0.105136131,0.006358152,0.065205463,1,0,1,0
ENSG00000205704,LINC00634,-0.039815299,1,0.663519956,-0.591788239,-0.165670953,0.046911222,0.065325331,1,0,0,0
ENSG00000215386,MIR99AHG,0.110843298,0.975141042,0.723557928,-0.466819572,-0.109554665,0.247888124,0.065396937,1,0,0,0
ENSG00000001036,FUCA2,0.095217414,0.701182888,0.802401292,-0.317604166,-0.059625726,1,0.065469727,1,0,0,0
ENSG00000172476,RAB40A,-0.216767548,0.03508034,0.885453071,-0.175512249,-0.049320271,1,0.065492883,1,0,0,0
ENSG00000143194,MAEL,-0.099494886,1,0.94318961,-0.08438027,-0.031243535,1,0.06566949,1,0,0,0
ENSG00000214198,TTC41P,-0.18715817,0.013994222,1.066322976,0.092644479,0.020687741,1,0.065783034,1,0,0,0
ENSG00000138670,RASGEF1B,-0.062707985,1,0.643602149,-0.635758952,-0.138184816,0.01279206,0.065892652,1,0,0,0
ENSG00000230565,ZNF32-AS2,0.042524104,1,0.768935607,-0.379065308,-0.116726584,0.506348594,0.066012055,1,0,0,0
ENSG00000172889,EGFL7,-0.107624778,1,0.501529744,-0.995592831,-0.224973262,6.53E-05,0.066087804,1,0,1,0
ENSG00000181904,C5orf24,0.044162493,1,0.684056414,-0.547812786,-0.07022355,0.051553203,0.066124129,1,0,0,0
ENSG00000116406,EDEM3,0.114868808,0.123579456,0.597552669,-0.742862216,-0.120642379,0.004255612,0.066197697,1,0,1,0
ENSG00000205771,CATSPER2P1,-0.137599102,0.062081418,1.068578129,0.095692394,0.018181238,1,0.06626431,1,0,0,0
ENSG00000253797,UTP14C,0.122112168,0.105028736,0.711038258,-0.492000907,-0.085649159,0.14222689,0.066294028,1,0,0,0
ENSG00000114757,PEX5L,0.066043006,1,0.724162709,-0.465614208,-0.11433878,0.208645379,0.066318063,1,0,0,0
ENSG00000261185,ENSG00000261185,-0.34249301,0.050347618,0.675820423,-0.565288146,-0.251662037,0.043066371,0.06646439,1,1,0,0
ENSG00000162711,NLRP3,-0.262648208,0.032194641,0.853951891,-0.227773299,-0.076365062,1,0.066537639,1,0,0,0
ENSG00000145391,SETD7,0.121719995,0.18981679,0.631351338,-0.663485027,-0.122009347,0.010213233,0.066562435,1,0,0,0
ENSG00000140839,CLEC18B,0.138590413,1,0.633560705,-0.658445236,-0.244728073,0.007948038,0.066865202,1,0,0,0
ENSG00000138463,DIRC2,0.036308665,1,0.578617407,-0.78931837,-0.168636553,0.001961997,0.067153542,1,0,1,0
ENSG00000196616,ADH1B,0.821667666,5.41E-07,0.920530032,-0.119463305,-0.070067402,1,0.067319219,1,1,0,0
ENSG00000036672,USP2,0.016808815,1,0.669563568,-0.578707063,-0.073603187,0.03079561,0.067493964,1,0,0,0
ENSG00000279878,AP003108.5,0.193375,1,0.776456537,-0.365022925,-0.236806887,0.834713933,0.06750707,1,0,0,0
ENSG00000144231,POLR2D,0.039850839,1,0.642045664,-0.639252185,-0.077297035,0.012510411,0.067593858,1,0,0,0
ENSG00000103351,CLUAP1,-0.06600097,0.525137152,0.826526729,-0.27486662,-0.033768862,1,0.067730991,1,0,0,0
ENSG00000063176,SPHK2,-0.005398007,1,0.895178957,-0.159751971,-0.02001322,1,0.067840616,1,0,0,0
ENSG00000280107,AL022393.1,-0.042457376,1,0.780478331,-0.357569516,-0.105859844,0.913342265,0.067879692,1,0,0,0
ENSG00000131944,FAAP24,0.015273826,1,0.920234968,-0.119925817,-0.028716127,1,0.067939272,1,0,0,0
ENSG00000255717,SNHG1,-0.065093279,1,0.756576401,-0.402442319,-0.073622447,0.498137566,0.067963251,1,0,0,0
ENSG00000087586,AURKA,-0.075332808,1,0.906960003,-0.140889166,-0.024162571,1,0.068040351,1,0,0,0
ENSG00000144642,RBMS3,0.210677636,0.006098337,0.718961052,-0.476014476,-0.109244819,0.131030009,0.068050982,1,0,0,0
ENSG00000138100,TRIM54,-0.240068473,1,0.574639995,-0.799269687,-0.425952214,0.002487557,0.068198386,1,0,1,0
ENSG00000205634,LINC00898,-0.010421299,1,0.859367435,-0.218652987,-0.204139722,1,0.06835293,1,0,0,0
ENSG00000198517,MAFK,-0.16198446,0.58342996,0.72205671,-0.469815945,-0.146393099,0.243829416,0.068388742,1,0,0,0
ENSG00000095637,SORBS1,0.264692357,2.28E-07,0.890686951,-0.167009637,-0.030713758,1,0.068426854,1,1,0,0
ENSG00000095397,WHRN,0.024168204,1,0.608086015,-0.717652684,-0.277832779,0.012918222,0.068569135,1,0,0,0
ENSG00000117154,IGSF21,-0.036134058,1,0.798827488,-0.324044118,-0.0718585,0.974418402,0.068592813,1,0,0,0
ENSG00000171448,ZBTB26,0.063011977,1,0.62796776,-0.671237602,-0.112143468,0.006991655,0.068648547,1,0,0,0
ENSG00000250366,TUNAR,0.171766505,1,0.527206089,-0.923561063,-0.368183335,0.000386272,0.068666826,1,0,1,0
ENSG00000221963,APOL6,0.312949419,0.019576918,0.807613309,-0.308263409,-0.117208878,1,0.068683287,1,0,0,0
ENSG00000232112,TMA7,-0.142426528,0.003223905,0.603326217,-0.728989821,-0.104825967,0.002509275,0.068706722,1,0,1,0
ENSG00000160323,ADAMTS13,-0.266904844,2.86E-07,0.707509133,-0.499179323,-0.091064296,0.144301859,0.068723257,1,1,0,0
ENSG00000129675,ARHGEF6,0.315053374,5.82E-06,0.674109508,-0.56894512,-0.134425388,0.052093399,0.0687666,1,1,0,0
ENSG00000120594,PLXDC2,0.183294711,0.090333027,0.538002356,-0.894315605,-0.216702816,0.000258004,0.068863953,1,0,1,0
ENSG00000162616,DNAJB4,0.116334296,0.980724708,0.880654936,-0.183351251,-0.046055767,1,0.069101249,1,0,0,0
ENSG00000116883,AL591845.1,-0.157033527,0.143663354,0.776219212,-0.365463954,-0.086115277,0.611142583,0.069374575,1,0,0,0
ENSG00000136932,TRMO,0.037404734,1,0.872075852,-0.197474471,-0.027945721,1,0.069460181,1,0,0,0
ENSG00000150967,ABCB9,-0.022673523,1,1.006914383,0.009941018,0.001515322,1,0.069635589,1,0,0,0
ENSG00000152133,GPATCH11,-0.026259706,1,0.774432101,-0.368789339,-0.045664875,0.560772014,0.06966954,1,0,0,0
ENSG00000173145,NOC3L,0.065802378,1,0.876318027,-0.190473557,-0.039381973,1,0.069831874,1,0,0,0
ENSG00000116455,WDR77,-0.05668373,0.367278365,0.997654738,-0.003387472,-0.000338222,1,0.069938187,1,0,0,0
ENSG00000217648,AL136116.3,0.256922107,0.008767066,0.90543007,-0.143324874,-0.042154181,1,0.070003399,1,0,0,0
ENSG00000107779,BMPR1A,0.31031635,1.03E-09,1.077448806,0.107619323,0.020197035,1,0.07004199,1,1,0,0
ENSG00000247081,BAALC-AS1,-0.00627921,1,0.95718763,-0.063126342,-0.034157482,1,0.070156974,1,0,0,0
ENSG00000185046,ANKS1B,-0.080248999,1,0.913259331,-0.130903505,-0.02843183,1,0.070228624,1,0,0,0
ENSG00000137760,ALKBH8,-0.089318841,0.208981948,0.966613065,-0.0489896,-0.007028714,1,0.07029632,1,0,0,0
ENSG00000185269,NOTUM,0.15775296,1,0.751682883,-0.411803944,-0.193222661,0.392942059,0.070311144,1,0,0,0
ENSG00000100731,PCNX1,0.071108993,0.966580396,0.590756655,-0.759364118,-0.109674111,0.001493769,0.07035596,1,0,1,0
ENSG00000273333,AL662884.1,-0.14842403,0.017550719,1.081007477,0.112376502,0.020291405,1,0.070416707,1,0,0,0
ENSG00000174231,PRPF8,0.067069169,0.437814996,0.751796008,-0.411586839,-0.049158338,0.411375801,0.070599626,1,0,0,0
ENSG00000198680,TUSC1,-0.01513905,1,0.625260639,-0.677470394,-0.090940666,0.006823362,0.070648664,1,0,0,0
ENSG00000152778,IFIT5,0.048181758,1,0.861600738,-0.21490861,-0.028271824,1,0.070748743,1,0,0,0
ENSG00000135373,EHF,0.345692849,0.220786924,0.767998871,-0.380823904,-0.209693075,0.563602424,0.070788642,1,0,0,0
ENSG00000163520,FBLN2,0.152213586,1,0.755625903,-0.404255937,-0.142123004,0.4166707,0.070931551,1,0,0,0
ENSG00000175573,C11orf68,-0.019537357,1,0.693978883,-0.52703633,-0.075862556,0.073243965,0.070994253,1,0,0,0
ENSG00000198783,ZNF830,-0.016944145,1,0.880144884,-0.184187064,-0.020907484,1,0.071035548,1,0,0,0
ENSG00000101443,WFDC2,-0.221388704,0.001209846,0.813974728,-0.296944092,-0.065384035,1,0.071189311,1,1,0,0
ENSG00000272361,AC005014.2,0.06637909,1,0.669492518,-0.578860161,-0.199918743,0.056146655,0.071212728,1,0,0,0
ENSG00000203485,INF2,-0.190128738,0.064450142,0.4729479,-1.08024683,-0.253555333,1.14E-05,0.071341623,1,0,1,0
ENSG00000242338,BMS1P4,0.028951941,1,0.61305438,-0.705913044,-0.186140662,0.004571189,0.071356087,1,0,1,0
ENSG00000249240,AC069368.1,0.344914743,0.001090562,0.750710086,-0.41367223,-0.139863624,0.48147952,0.071582859,1,1,0,0
ENSG00000174177,CTU2,-0.057322448,1,0.59720356,-0.743705329,-0.097849258,0.010000447,0.071731774,1,0,0,0
ENSG00000225110,PNMA6F,0.044463591,1,0.701928763,-0.510603473,-0.26693475,0.149043589,0.071812546,1,0,0,0
ENSG00000163382,NAXE,-0.062913316,0.896597819,0.670082122,-0.577590178,-0.074136043,0.030550873,0.072052254,1,0,0,0
ENSG00000105514,RAB3D,0.087626263,0.116968553,0.797367271,-0.326683706,-0.042013938,1,0.072192577,1,0,0,0
ENSG00000139990,DCAF5,0.073022947,0.001318989,0.781439396,-0.355794104,-0.025854076,0.769744592,0.072331375,1,0,0,0
ENSG00000279312,AL136164.4,0.143146236,0.619889802,1.329848737,0.411262157,0.113021243,0.342680589,0.072340595,1,0,0,0
ENSG00000256616,AP002414.2,0.221871387,0.107201099,0.88270372,-0.179998817,-0.058642869,1,0.072350026,1,0,0,0
ENSG00000178718,RPP25,-0.17117066,0.030969509,0.828718345,-0.271046235,-0.058957937,1,0.072354146,1,0,0,0
ENSG00000271614,ATP2B1-AS1,-0.302427914,0.045801756,0.868806338,-0.202893467,-0.083930063,1,0.072392617,1,1,0,0
ENSG00000008513,ST3GAL1,0.148037222,0.000337981,0.692428075,-0.530263874,-0.070851266,0.059694454,0.072463104,1,0,0,0
ENSG00000251562,MALAT1,0.077560051,1,0.855658792,-0.224892482,-0.079463499,1,0.072512665,1,0,0,0
ENSG00000080802,CNOT4,0.074791586,0.008973054,0.931836057,-0.101851938,-0.008754361,1,0.072528249,1,0,0,0
ENSG00000228998,AC091167.1,0.104776577,1,0.603320805,-0.729002761,-0.188236392,0.00673145,0.072529244,1,0,0,0
ENSG00000121057,AKAP1,0.059213822,0.203647421,0.757155823,-0.401337857,-0.037355903,0.397131283,0.072564316,1,0,0,0
ENSG00000176994,SMCR8,0.282481074,0.03220615,0.449672584,-1.153053166,-0.373885086,3.27E-05,0.072611143,1,0,1,0
ENSG00000088827,SIGLEC1,0.646306655,0.000117465,0.762516222,-0.391160065,-0.219271955,0.485167462,0.072627078,1,1,0,0
ENSG00000163285,GABRG1,0.283963218,0.009749014,0.732396336,-0.44930352,-0.145620785,0.369382,0.072742513,1,1,0,0
ENSG00000261732,AL031708.1,0.126279005,0.484792011,0.490591858,-1.027404803,-0.217183522,7.38E-05,0.072901194,1,0,1,0
ENSG00000151725,CENPU,-0.201347482,0.009652593,0.748292752,-0.418325294,-0.095531308,0.337991691,0.073010722,1,1,0,0
ENSG00000109787,KLF3,0.222185733,0.000612834,0.872508898,-0.196758251,-0.041882499,1,0.073080314,1,1,0,0
ENSG00000009844,VTA1,-0.029674662,1,0.786649643,-0.346206861,-0.0613031,1,0.073123301,1,0,0,0
ENSG00000087338,GMCL1,-0.049993114,0.913113309,0.886190173,-0.174311767,-0.018133434,1,0.073180434,1,0,0,0
ENSG00000112031,MTRF1L,0.097424509,0.70508657,0.968744042,-0.045812562,-0.008924562,1,0.073320984,1,0,0,0
ENSG00000081277,PKP1,0.318756782,0.323842441,0.71751747,-0.478914135,-0.255025864,0.268425074,0.073323383,1,0,0,0
ENSG00000261845,AC124283.1,0.051427095,1,0.793826213,-0.333104893,-0.061960107,0.800621204,0.073422512,1,0,0,0
ENSG00000169371,SNUPN,-0.023279172,1,0.688814175,-0.537813264,-0.054508902,0.068526398,0.07344172,1,0,0,0
ENSG00000258702,AL137786.1,0.02200476,1,0.873929665,-0.194410921,-0.090111579,1,0.073512341,1,0,0,0
ENSG00000168329,CX3CR1,-0.598519873,0.01670835,0.774165245,-0.369286553,-0.260622399,0.981869334,0.073599264,1,1,0,0
ENSG00000189045,ANKDD1B,-0.098233198,1,0.826321282,-0.275225269,-0.078046239,1,0.07362414,1,0,0,0
ENSG00000100852,ARHGAP5,0.224298227,9.10E-05,1.003939334,0.005672092,0.001111165,1,0.0738264,1,1,0,0
ENSG00000270039,AC025165.5,-0.098007371,0.829334602,0.641945467,-0.639477348,-0.124556698,0.010529814,0.074099154,1,0,0,0
ENSG00000225791,TRAM2-AS1,-0.053841006,1,0.95383772,-0.06818426,-0.012764486,1,0.074126321,1,0,0,0
ENSG00000166839,ANKDD1A,-0.018465475,1,0.842728915,-0.246859468,-0.049162318,1,0.074153126,1,0,0,0
ENSG00000115935,WIPF1,-0.137330297,1,0.496776805,-1.009330281,-0.323545743,5.22E-05,0.074157391,1,0,1,0
ENSG00000139132,FGD4,0.175689314,0.019324348,0.708579035,-0.496999315,-0.104160516,0.108736071,0.074421749,1,0,0,0
ENSG00000272576,AC027271.1,-0.225267221,0.25066924,0.745453325,-0.423810072,-0.154448537,0.389875368,0.074619313,1,0,0,0
ENSG00000174903,RAB1B,-0.019495315,1,0.626038988,-0.675675588,-0.064248178,0.006558192,0.074629318,1,0,0,0
